"Index","Lokacija","Razina","Jedinica samouprave","Godina","Vrsta","Klasifikacija","Razred","Razred opis","Skupina","Skupina opis","Podskupina","Podskupina opis","Iznos"
"555","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","015","Istraživanje i razvoj: Opće javne usluge","","","0"
"556","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","016","Opće javne usluge koje nisu drugdje svrstane","","","0"
"557","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","017","Transakcije vezane za javni dug","","","21184623"
"558","Grad Zagreb","21","županija","2007","rashod","funkcijska","01","Opće javne usluge","018","Prijenosi općeg karaktera između različitih državnih razina","","","0"
"559","Grad Zagreb","21","županija","2007","rashod","funkcijska","02","Obrana","021","Vojna obrana","","","0"
"560","Grad Zagreb","21","županija","2007","rashod","funkcijska","02","Obrana","022","Civilna obrana","","","0"
"561","Grad Zagreb","21","županija","2007","rashod","funkcijska","02","Obrana","023","Inozemna vojna pomoć","","","0"
"562","Grad Zagreb","21","županija","2007","rashod","funkcijska","02","Obrana","024","Istraživanje i razvoj obrane","","","0"
"563","Grad Zagreb","21","županija","2007","rashod","funkcijska","02","Obrana","025","Rashodi za obranu koji nisu drugdje svrstani","","","0"
"564","Grad Zagreb","21","županija","2007","rashod","funkcijska","03","Javni red i sigurnost","031","Usluge policije","","","0"
"565","Grad Zagreb","21","županija","2007","rashod","funkcijska","03","Javni red i sigurnost","032","Usluge protupožarne zaštite","","","88985330"
"566","Grad Zagreb","21","županija","2007","rashod","funkcijska","03","Javni red i sigurnost","033","Sudovi","","","0"
"567","Grad Zagreb","21","županija","2007","rashod","funkcijska","03","Javni red i sigurnost","034","Zatvori","","","0"
"568","Grad Zagreb","21","županija","2007","rashod","funkcijska","03","Javni red i sigurnost","035","Istraživanje i razvoj: Javni red i sigurnost","","","0"
"569","Grad Zagreb","21","županija","2007","rashod","funkcijska","03","Javni red i sigurnost","036","Rashodi za javni red i sigurnost koji nisu drugdje svrstani","","","1460000"
"570","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0411","Opći ekonomski i trgovački poslovi","0"
"571","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0412","Opći poslovi vezani uz rad","0"
"572","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0421","Poljoprivreda","48875675"
"573","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0422","Šumarstvo","0"
"574","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0423","Ribarstvo i lov","0"
"575","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0431","Ugljen i ostala kruta mineralna goriva","0"
"576","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0432","Nafta i prirodni plin","0"
"577","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0433","Nuklearno gorivo","0"
"578","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0434","Ostala goriva","0"
"579","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0435","Električna energija","0"
"580","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0436","Ostale vrste energije","0"
"581","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0441","Rudarstvo, mineralni resursi i ostala mineralna goriva","0"
"582","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0442","Proizvodnja","0"
"583","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0443","Građevinarstvo","0"
"584","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0451","Cestovni promet","1101921557"
"585","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0452","Promet vodnim potovima","0"
"586","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0453","Željeznički promet","78960000"
"587","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0454","Zračni promet","0"
"588","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0455","Promet cjevovodima i ostali promet","0"
"589","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","046","Komunikacije","","","0"
"590","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0471","Distribucija i skladištenje","0"
"591","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0472","Hoteli i restorani","0"
"592","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0473","Turizam","0"
"593","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0474","Višenamjenski razvojni projekti","0"
"594","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0481","Istraživanje i razvoj: Opći ekonomski, trgovački i poslovi vezani uz rad","0"
"595","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0482","Istraživanje i razvoj: Poljoprivreda, šumarstvo, ribarstvo i lov","0"
"596","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0483","Istraživanje i razvoj: Gorivo i energija","0"
"597","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0484","Istraživanje i razvoj: Rudarstvo, proizvodnja i građevinarstvo","0"
"598","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0485","Istraživanje i razvoj: Promet","0"
"599","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0486","Istraživanje i razvoj: Komunikacije","0"
"600","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0487","Istraživanje i razvoj: Ostale industrije","0"
"601","Grad Zagreb","21","županija","2007","rashod","funkcijska","04","Ekonomski poslovi","049","Ekonomski poslovi koji nisu drugdje svrstani","","","1287635"
"602","Grad Zagreb","21","županija","2007","rashod","funkcijska","05","Zaštita okoliša","051","Gospodarenje otpadom","","","0"
"603","Grad Zagreb","21","županija","2007","rashod","funkcijska","05","Zaštita okoliša","052","Gospodarenje otpadnim vodama","","","0"
"604","Grad Zagreb","21","županija","2007","rashod","funkcijska","05","Zaštita okoliša","053","Smanjenje zagađivanja","","","0"
"605","Grad Zagreb","21","županija","2007","rashod","funkcijska","05","Zaštita okoliša","054","Zaštita bioraznolikosti i krajolika","","","0"
"606","Grad Zagreb","21","županija","2007","rashod","funkcijska","05","Zaštita okoliša","055","Istraživanje i razvoj: Zaštita okoliša","","","0"
"607","Grad Zagreb","21","županija","2007","rashod","funkcijska","05","Zaštita okoliša","056","Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani","","","34014454"
"608","Grad Zagreb","21","županija","2007","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","061","Razvoj stanovanja","","","6100367"
"609","Grad Zagreb","21","županija","2007","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","062","Razvoj zajednice","","","171589374"
"610","Grad Zagreb","21","županija","2007","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","063","Opskrba vodom","","","0"
"611","Grad Zagreb","21","županija","2007","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","064","Ulična rasvjeta","","","155096183"
"612","Grad Zagreb","21","županija","2007","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","065","Istraživanje i razvoj stanovanja i komunalnih pogodnosti","","","0"
"613","Grad Zagreb","21","županija","2007","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","066","Rashodi vezani za stanovanje i kom pogodnosti koji nisu drugdje svrstani","","","1746215961"
"614","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0711","Farmaceutski proizvodi","0"
"615","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0712","Ostali medicinski proizvodi","0"
"616","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0713","Terapeutski pribor i oprema","0"
"617","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0721","Opće medicinske usluge","0"
"618","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0722","Specijalističke medicinske usluge","0"
"619","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0723","Zubarske usluge","2025621"
"620","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0724","Paramedicinske usluge","0"
"621","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0731","Usluge općih bolnica","0"
"622","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0732","Usluge specijalističkih bolnica","2334000"
"623","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0733","Usluge medicinskih centara i centara za majčinstvo","0"
"624","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0734","Usluge centara za njegu i oporavak","0"
"625","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","074","Službe javnog zdravstva","","","46545783"
"626","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","075","Istraživanje i razvoj zdravstva","","","0"
"627","Grad Zagreb","21","županija","2007","rashod","funkcijska","07","Zdravstvo","076","Poslovi i usluge zdravstva koji nisu drugdje svrstani","","","155954644"
"628","Grad Zagreb","21","županija","2007","rashod","funkcijska","08","Rekreacija, kultura i religija","081","Službe rekreacije i sporta","","","231542961"
"629","Grad Zagreb","21","županija","2007","rashod","funkcijska","08","Rekreacija, kultura i religija","082","Službe kulture","","","537978515"
"630","Grad Zagreb","21","županija","2007","rashod","funkcijska","08","Rekreacija, kultura i religija","083","Službe emitiranja i izdavanja","","","0"
"631","Grad Zagreb","21","županija","2007","rashod","funkcijska","08","Rekreacija, kultura i religija","084","Religijske i druge službe zajednice","","","8681548"
"632","Grad Zagreb","21","županija","2007","rashod","funkcijska","08","Rekreacija, kultura i religija","085","Istraživanje i razvoj rekreacije, kulture i religije","","","0"
"633","Grad Zagreb","21","županija","2007","rashod","funkcijska","08","Rekreacija, kultura i religija","086","Rashodi za rekreaciju, kulturu i religiju koji nisu drugdje svrstani","","","61459263"
"634","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0911","Predškolsko obrazovanje","714706565"
"635","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","091","Predškolsko i osnovno obrazovanje","0912","Osnovno obrazovanje","234542794"
"636","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0921","Niže srednjoškolsko obrazovanje","0"
"637","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","092","Srednjoškolsko obrazovanje","0922","Više srednjoškolsko obrazovanje","119125945"
"638","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","093","Poslije srednjoškolsko, ali ne visoko obrazovanje","","","0"
"639","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0941","Prvi stupanj visoke naobrazbe","0"
"640","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","094","Visoka naobrazba","0942","Drugi stupanj visoke naobrazbe","0"
"641","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","095","Obrazovanje koje se ne može definirati po stupnju","","","0"
"642","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","096","Dodatne usluge u obrazovanju","","","0"
"643","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","097","Istraživanje i razvoj obrazovanja","","","0"
"644","Grad Zagreb","21","županija","2007","rashod","funkcijska","09","Obrazovanje","098","Usluge obrazovanja koje nisu drugdje svrstane","","","62376143"
"645","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1011","Bolest","0"
"646","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","101","Bolest i invaliditet","1012","Invaliditet","36736134"
"647","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","102","Starost","","","184874764"
"648","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","103","Sljednici","","","0"
"649","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","104","Obitelj i djeca","","","60979800"
"650","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","105","Nezaposlenost","","","0"
"651","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","106","Stanovanje","","","0"
"652","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","107","Socijalna pomoć stanovništvu koje nije obuhvaćeno redovnim socijalnim programima","","","0"
"653","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","108","Istraživanje i razvoj socijalne zaštite","","","0"
"654","Grad Zagreb","21","županija","2007","rashod","funkcijska","10","Socijalna zaštita","109","Aktivnosti socijalne zaštite koje nisu drugdje svrstane","","","119343637"
"655","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0111","Izvršna i zakonodavna tijela","1947910047"
"656","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0112","Financijski i fiskalni poslovi","0"
"657","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","011","Izvršna i zakonodavna tijela, financijski i fiskalni poslovi, vanjski poslovi","0113","Vanjski poslovi","0"
"658","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0121","Ekonomska pomoć zemljama u razvoju i zemljama u tranziciji","0"
"659","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","012","Inozemna ekonomska pomoć","0122","Ekonomska pomoć usmjerena preko međunarodnih agencija","0"
"660","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0131","Opće usluge vezane za službenike","0"
"661","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0132","Sveukupno planiranje i statističke usluge","0"
"662","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","013","Opće usluge","0133","Ostale opće usluge","0"
"663","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","014","Osnovna istraživanja","","","0"
"664","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","015","Istraživanje i razvoj: Opće javne usluge","","","0"
"665","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","016","Opće javne usluge koje nisu drugdje svrstane","","","0"
"666","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","017","Transakcije vezane za javni dug","","","31041959"
"667","Grad Zagreb","21","županija","2008","rashod","funkcijska","01","Opće javne usluge","018","Prijenosi općeg karaktera između različitih državnih razina","","","0"
"668","Grad Zagreb","21","županija","2008","rashod","funkcijska","02","Obrana","021","Vojna obrana","","","0"
"669","Grad Zagreb","21","županija","2008","rashod","funkcijska","02","Obrana","022","Civilna obrana","","","0"
"670","Grad Zagreb","21","županija","2008","rashod","funkcijska","02","Obrana","023","Inozemna vojna pomoć","","","0"
"671","Grad Zagreb","21","županija","2008","rashod","funkcijska","02","Obrana","024","Istraživanje i razvoj obrane","","","0"
"672","Grad Zagreb","21","županija","2008","rashod","funkcijska","02","Obrana","025","Rashodi za obranu koji nisu drugdje svrstani","","","0"
"673","Grad Zagreb","21","županija","2008","rashod","funkcijska","03","Javni red i sigurnost","031","Usluge policije","","","0"
"674","Grad Zagreb","21","županija","2008","rashod","funkcijska","03","Javni red i sigurnost","032","Usluge protupožarne zaštite","","","94613541"
"675","Grad Zagreb","21","županija","2008","rashod","funkcijska","03","Javni red i sigurnost","033","Sudovi","","","0"
"676","Grad Zagreb","21","županija","2008","rashod","funkcijska","03","Javni red i sigurnost","034","Zatvori","","","0"
"677","Grad Zagreb","21","županija","2008","rashod","funkcijska","03","Javni red i sigurnost","035","Istraživanje i razvoj: Javni red i sigurnost","","","0"
"678","Grad Zagreb","21","županija","2008","rashod","funkcijska","03","Javni red i sigurnost","036","Rashodi za javni red i sigurnost koji nisu drugdje svrstani","","","660000"
"679","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0411","Opći ekonomski i trgovački poslovi","0"
"680","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","041","Opći ekonomski, trgovački i poslovi vezani uz rad","0412","Opći poslovi vezani uz rad","0"
"681","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0421","Poljoprivreda","52798081"
"682","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0422","Šumarstvo","0"
"683","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","042","Poljoprivreda, šumarstvo, ribarstvo i lov","0423","Ribarstvo i lov","0"
"684","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0431","Ugljen i ostala kruta mineralna goriva","0"
"685","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0432","Nafta i prirodni plin","0"
"686","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0433","Nuklearno gorivo","0"
"687","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0434","Ostala goriva","0"
"688","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0435","Električna energija","0"
"689","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","043","Gorivo i energija","0436","Ostale vrste energije","0"
"690","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0441","Rudarstvo, mineralni resursi i ostala mineralna goriva","0"
"691","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0442","Proizvodnja","0"
"692","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","044","Rudarstvo, proizvodnja i građevinarstvo","0443","Građevinarstvo","0"
"693","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0451","Cestovni promet","349767097"
"694","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0452","Promet vodnim potovima","0"
"695","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0453","Željeznički promet","90000000"
"696","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0454","Zračni promet","230000"
"697","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","045","Promet","0455","Promet cjevovodima i ostali promet","0"
"698","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","046","Komunikacije","","","0"
"699","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0471","Distribucija i skladištenje","0"
"700","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0472","Hoteli i restorani","0"
"701","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0473","Turizam","0"
"702","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","047","Ostale industrije","0474","Višenamjenski razvojni projekti","0"
"703","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0481","Istraživanje i razvoj: Opći ekonomski, trgovački i poslovi vezani uz rad","0"
"704","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0482","Istraživanje i razvoj: Poljoprivreda, šumarstvo, ribarstvo i lov","0"
"705","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0483","Istraživanje i razvoj: Gorivo i energija","0"
"706","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0484","Istraživanje i razvoj: Rudarstvo, proizvodnja i građevinarstvo","0"
"707","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0485","Istraživanje i razvoj: Promet","0"
"708","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0486","Istraživanje i razvoj: Komunikacije","0"
"709","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","048","Istraživanje i razvoj: Ekonomski poslovi","0487","Istraživanje i razvoj: Ostale industrije","0"
"710","Grad Zagreb","21","županija","2008","rashod","funkcijska","04","Ekonomski poslovi","049","Ekonomski poslovi koji nisu drugdje svrstani","","","21028981"
"711","Grad Zagreb","21","županija","2008","rashod","funkcijska","05","Zaštita okoliša","051","Gospodarenje otpadom","","","0"
"712","Grad Zagreb","21","županija","2008","rashod","funkcijska","05","Zaštita okoliša","052","Gospodarenje otpadnim vodama","","","3953331"
"713","Grad Zagreb","21","županija","2008","rashod","funkcijska","05","Zaštita okoliša","053","Smanjenje zagađivanja","","","0"
"714","Grad Zagreb","21","županija","2008","rashod","funkcijska","05","Zaštita okoliša","054","Zaštita bioraznolikosti i krajolika","","","18000000"
"715","Grad Zagreb","21","županija","2008","rashod","funkcijska","05","Zaštita okoliša","055","Istraživanje i razvoj: Zaštita okoliša","","","0"
"716","Grad Zagreb","21","županija","2008","rashod","funkcijska","05","Zaštita okoliša","056","Poslovi i usluge zaštite okoliša koji nisu drugdje svrstani","","","24040499"
"717","Grad Zagreb","21","županija","2008","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","061","Razvoj stanovanja","","","1077795"
"718","Grad Zagreb","21","županija","2008","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","062","Razvoj zajednice","","","177041128"
"719","Grad Zagreb","21","županija","2008","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","063","Opskrba vodom","","","0"
"720","Grad Zagreb","21","županija","2008","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","064","Ulična rasvjeta","","","164318691"
"721","Grad Zagreb","21","županija","2008","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","065","Istraživanje i razvoj stanovanja i komunalnih pogodnosti","","","0"
"722","Grad Zagreb","21","županija","2008","rashod","funkcijska","06","Usluge unapređenja stanovanja i zajednice","066","Rashodi vezani za stanovanje i kom pogodnosti koji nisu drugdje svrstani","","","1575431893"
"723","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0711","Farmaceutski proizvodi","0"
"724","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0712","Ostali medicinski proizvodi","0"
"725","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","071","Medicinski proizvodi, pribor i oprema","0713","Terapeutski pribor i oprema","0"
"726","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0721","Opće medicinske usluge","0"
"727","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0722","Specijalističke medicinske usluge","0"
"728","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0723","Zubarske usluge","1605909"
"729","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","072","Službe za vanjske pacijente","0724","Paramedicinske usluge","0"
"730","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0731","Usluge općih bolnica","0"
"731","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0732","Usluge specijalističkih bolnica","2402340"
"732","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0733","Usluge medicinskih centara i centara za majčinstvo","0"
"733","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","073","Bolničke službe","0734","Usluge centara za njegu i oporavak","0"
"734","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","074","Službe javnog zdravstva","","","44823880"
"735","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","075","Istraživanje i razvoj zdravstva","","","0"
"736","Grad Zagreb","21","županija","2008","rashod","funkcijska","07","Zdravstvo","076","Poslovi i usluge zdravstva koji nisu drugdje svrstani","","","116449498"
"737","Grad Zagreb","21","županija","2008","rashod","funkcijska","08","Rekreacija, kultura i religija","081","Službe rekreacije i sporta","","","257250913"
"738","Grad Zagreb","21","županija","2008","rashod","funkcijska","08","Rekreacija, kultura i religija","082","Službe kulture","","","591064569"
"739","Grad Zagreb","21","županija","2008","rashod","funkcijska","08","Rekreacija, kultura i religija","083","Službe emitiranja i izdavanja","","","0"
"740","Grad Zagreb","21","županija","2008","rashod","funkcijska","08","Rekreacija, kultura i religija","084","Religijske i druge službe zajednice","","","9896498"
"741","Grad Zagreb","21","županija","2008","rashod","funkcijska","08","Rekreacija, kultura i religija","085","Istraživanje i razvoj rekreacije, kulture i religije","","","0"
